Name,Pos,Org,Top 100,Org Rk,Age,Hit,Pitch Sel,Bat Ctrl,Game,Raw,Spd,Fld,Avg EV,Hard Hit%,Max EV,FV,playerId
"P.J. Hilson","CF","SFG",,33,"20.7777777","20 / 35",40,30,"35 / 45","50 / 55","70 / 70","45 / 55",87,0.38,107,"40","sa3007048"
"Wilmin Candelario","SS","KCR",,18,"19.7333333","20 / 40",30,45,"20 / 50","45 / 55","60 / 60","40 / 55",81,,99,"40","sa3008834"
"Tyler Gentry","RF","KCR",,19,"22.3444444","30 / 45",40,50,"35 / 50","50 / 55","55 / 55","50 / 55",89,,107,"40","sa3014485"
"Darryl Collins","LF","KCR",,22,"19.5527777","25 / 55",45,55,"20 / 40","40 / 45","50 / 50","40 / 50",82,,100,"40","sa3010154"
"Daniel Vasquez","SS","KCR",,23,"17.1638888","20 / 45",,,"20 / 50","35 / 50","55 / 55","35 / 45",,,,"40",
"Josh Smith","2B","NYY",,19,"23.8277777","30 / 50",55,60,"30 / 45","50 / 50","50 / 50","45 / 50",88,,104,"40","sa3011703"
"Ryder Green","RF","NYY",,20,"21.0833333","30 / 40",55,40,"35 / 55","65 / 70","55 / 50","45 / 50",89,0.49,108,"40","sa3007875"
"Anthony Seigler","C","NYY",,21,"21.9583333","35 / 55",60,50,"30 / 35","45 / 45","45 / 40","50 / 55",85,0.19,99,"40","sa3006894"
"Kelvin Gutierrez","3B","KCR",,26,"26.7694444","45 / 45",40,60,"40 / 40","55 / 55","40 / 40","60 / 60",92,,111,"40","17468"
"Lucius Fox","SS","KCR",,27,"23.925","40 / 50",55,55,"30 / 30","40 / 40","70 / 70","45 / 50",88,,105,"40","sa914200"
"Antonio Cabello","CF","NYY",,23,"20.5944444","35 / 55",50,55,"30 / 50","55 / 55","65 / 60","45 / 50",81,0.17,104,"40","sa3005600"
"Edmundo Sosa","SS","STL",,16,"25.2472222","45 / 45",30,55,"30 / 30","45 / 45","50 / 50","55 / 55",87,,106,"40","17022"
"Josh Breaux","C","NYY",,25,"23.6611111","30 / 40",,40,"30 / 55","70 / 70","30 / 30","40 / 45",91,0.54,108,"40","sa3008051"
"Michael Massey","2B","KCR",,30,"23.2027777","35 / 55",40,55,"45 / 40","45 / 50","50 / 50","45 / 55",86,,105,"40","sa1115910"
"Anthony Garcia","RF","NYY",,27,"20.75","30 / 40",50,45,"35 / 60","70 / 80","50 / 40","40 / 45",88,,107,"40","sa3005924"
"Justin Williams","LF","STL",,19,"25.7916666","55 / 55",40,45,"40 / 40","60 / 60","40 / 40","40 / 40",92,,110,"40","15490"
"Alec Burleson","RF","STL",,20,"22.5277777","35 / 55",35,60,"30 / 40","50 / 50","30 / 30","30 / 45",,,,"40","sa3014466"
"Brewer Hicklen","LF","KCR",,33,"25.3222222","35 / 40",45,40,"40 / 45","55 / 55","70 / 70","50 / 55",89,,106,"40","sa3004159"
"Trevor Hauver","2B","NYY",,29,"22.5416666","30 / 40",70,45,"35 / 50","50 / 50","40 / 40","30 / 40",,,,"40","sa3014448"
"Juan Yepez","1B","STL",,21,"23.2944444","40 / 45",40,45,"40 / 50","60 / 60","40 / 40","40 / 45",89,,107,"40","sa877505"
"Marcos Cabrera","3B","NYY",,30,"19.6527777","25 / 50",45,50,"25 / 50","45 / 55","50 / 45","45 / 50",88,0.34,100,"40","sa3008890"
"Malcom Nunez","1B","STL",,22,"20.2388888","35 / 45",45,50,"30 / 50","55 / 55","30 / 20","30 / 40",90,,106,"40","sa3008113"
"Dayro Perez","SS","NYY",,32,"19.3472222","20 / 45",40,40,"20 / 40","35 / 45","60 / 60","45 / 55",85,0.21,100,"35+","sa3009299"
"Leonardo Bernal","C","STL",,24,"17.3111111","20 / 50",,,"20 / 40","40 / 45","40 / 40","30 / 55",,,,"35+",
"Omar Hernandez","C","KCR",,38,"19.4861111","25 / 50",50,55,"20 / 40","35 / 40","30 / 30","45 / 55",81,,99,"35+","sa3010155"
"Ali Sanchez","C","STL",,26,"24.375","35 / 40",45,50,"30 / 30","40 / 40","30 / 30","55 / 55",86,,,"35+","18551"
"Patrick Romeri","RF","STL",,27,"19.9333333","20 / 45",45,45,"20 / 45","40 / 50","50 / 50","40 / 50",88,,106,"35+","sa3010723"
"Brandon Lockridge","CF","NYY",,36,"24.225","30 / 40",50,40,"30 / 35","45 / 45","80 / 80","60 / 70",,0.35,,"35+","sa3006856"
"Adanson Cruz","LF","STL",,28,"20.6638888","30 / 40",40,40,"35 / 55","50 / 60","40 / 40","30 / 40",,,,"35+","sa3005722"
"Raimfer Salinas","CF","NYY",,38,"20.4305555","25 / 50",45,30,"20 / 50","50 / 55","60 / 55","45 / 55",82,0.21,101,"35+","sa3005597"
"Omar Florentino","SS","KCR",,43,"19.6083333","25 / 55",,60,"20 / 30","30 / 40","60 / 60","45 / 60",80,,98,"35+","sa3008758"
"Alan Mejia","CF","NYY",,40,"19.875","20 / 45",,,"25 / 55","45 / 66","55 / 55","40 / 50",87,0.23,103,"35+","sa3008420"
"Edgardo Rodriguez","C","STL",,33,"20.5166666","30 / 45",45,50,"30 / 40","40 / 45","30 / 30","40 / 50",,,,"35+","sa3005532"
"Seuly Matias","RF","KCR",,46,"22.7527777","20 / 30",30,40,"45 / 50","70 / 70","50 / 50","40 / 40",89,,110,"35+","sa917039"
"Maikel Garcia","SS","KCR",,47,"21.2555555","30 / 40",40,60,"20 / 30","30 / 40","55 / 55","50 / 60",86,,100,"35+","sa3003246"
"Roberto Chirinos","SS","NYY",,43,"20.7416666","20 / 50",30,50,"20 / 40","45 / 50","45 / 40","40 / 50",85,0.26,102,"35+","sa3005484"
"Tyler Tolbert","SS","KCR",,49,"23.3555555","30 / 40",,,"30 / 40","45 / 50","60 / 60","40 / 45",,,,"35+","sa3010337"
"Chris Gittens","1B","NYY",,46,"27.3361111","35 / 35",55,40,"50 / 55","80 / 80","30 / 30","40 / 40",96,0.65,114,"35+","18482"
"Madison Santos","CF","NYY",,48,"21.7472222","30 / 45",35,45,"30 / 40","45 / 50","70 / 70","45 / 55",89,0.36,106,"35+","sa3006206"
"Kean Wong","2B","LAA",,27,"26.1333333","40 / 40",50,55,"30 / 30","35 / 35","50 / 50","50 / 50",84,,103,"35+","15994"
"Yoelqui Cespedes","RF","CHW",,25,"23.6972222","20 / 30",30,30,"30 / 45","55 / 55","30 / 30","50 / 50",,,,"35+",
"Trent Deveaux","CF","LAA",,30,"21.0861111","20 / 30",50,35,"30 / 45","45 / 55","70 / 70","40 / 60",88,,102,"35+","sa3006885"
"Esteban Quiroz","2B","TBR",,42,"29.3","55 / 55",55,55,"35 / 35","45 / 45","40 / 40","40 / 40",91,0.39,,"35+","sa596560"
"Jose Bonilla","3B","LAA",,32,"19.175","20 / 45",,,"20 / 50","45 / 55","40 / 40","40 / 50",84,,102,"35+","sa3011404"
"Lency Delgado","3B","CHW",,28,"21.9583333","30 / 40",35,40,"30 / 50","50 / 55","50 / 45","40 / 50",87,0.34,104,"35+","sa3006913"
"Nick Schnell","CF","TBR",,45,"21.1888888","30 / 35",30,45,"35 / 55","55 / 60","60 / 60","40 / 50",89,0.42,107,"35+","sa3007639"
"Bryce Bush","RF","CHW",,31,"21.475","30 / 35",40,35,"35 / 55","55 / 60","50 / 45","30 / 35",90,0.45,110,"35+","sa3008278"
"DJ Gladney","3B","CHW",,32,"19.8916666","20 / 40",30,35,"25 / 55","50 / 60","40 / 40","30 / 40",92,0.47,109,"35+","sa3010043"
"Luis Mieses","CF","CHW",,33,"21.0138888","30 / 55",20,60,"20 / 50","50 / 55","45 / 40","45 / 45",85,0.33,106,"35+","sa3003274"
"Moises Gomez","RF","TBR",,49,"22.7722222","30 / 40",40,50,"40 / 55","60 / 60","50 / 40","45 / 50",92,0.46,110,"35+","sa875163"
"Jake Burger","1B","CHW",,34,"25.1527777","35 / 50",50,55,"40 / 55","60 / 60","30 / 30","40 / 45",,,,"35+","sa915698"
"Alexander Ovalles","1B","TBR",,50,"20.6638888","35 / 60",50,60,"20 / 45","45 / 50","30 / 30","45 / 60",89,0.39,,"35+","sa3005781"
"Jhonny Piron","CF","TBR",,53,"17.0083333","20 / 45",,20,"20 / 40","40 / 50","70 / 70","40 / 60",,,,"35+",
"Jhon Diaz","CF","TBR",,54,"18.6777777","20 / 50",,,"20 / 45","40 / 45","50 / 45","45 / 50",,,,"35+",
"Cal Stevenson","CF","TBR",,56,"24.7305555","50 / 60",60,70,"30 / 30","35 / 35","60 / 60","40 / 40",85,0.21,98,"35+","sa3006871"
"Logan Driscoll","C","TBR",,57,"23.5888888","30 / 40",55,40,"30 / 45","50 / 55","30 / 30","40 / 45",,,,"35+","sa3009882"
"Mac Wainwright","RF","CIN",,24,"18.8305555","20 / 45",,,"20 / 55","45 / 60","55 / 50","40 / 50",,,,"35+","sa3014680"
"Eric Yang","C","CIN",,27,"23.1916666","35 / 60",55,55,"30 / 30","35 / 40","30 / 30","40 / 50",85,0.35,102,"35+","sa1169769"
"Mariel Bautista","CF","CIN",,31,"23.6388888","30 / 40",35,50,"20 / 45","55 / 60","60 / 55","45 / 50",85,0.31,105,"35+","sa872535"
"Michel Triana","1B","CIN",,34,"21.5333333","30 / 45",,,"35 / 55","60 / 65","30 / 20","40 / 45",,,,"35+","sa3014681"
"Debby Santana","3B","CIN",,36,"20.7805555","20 / 35",20,40,"20 / 55","60 / 70","40 / 40","35 / 45",93,0.49,112,"35+","sa3003210"
"Carson Taylor","C","LAD",,38,"22.0083333","30 / 50",,,"30 / 50","55 / 55","20 / 20","30 / 35",,,,"35+","sa3014468"
"Yan Contreras","SS","CIN",,37,"20.3472222","20 / 40",40,30,"20 / 45","45 / 55","55 / 55","30 / 45",80,,100,"35+","sa1169894"
"Jose Ramos","CF","LAD",,39,"20.4277777","20 / 50",,,"20 / 30","30 / 45","60 / 60","50 / 70",,,,"35+","sa3008845"
"Marcus Lee Sang","RF","PHI",,33,"20.425","20 / 45",45,40,"25 / 50","45 / 50","55 / 50","40 / 50",86,0.32,103,"35+","sa3011445"
"Logan Simmons","SS","PHI",,34,"21.15","20 / 35",40,40,"35 / 55","55 / 65","55 / 50","40 / 50",87,0.43,109,"35+","sa3006867"
"Baron Radcliff","1B","PHI",,35,"22.3222222","30 / 40",,,"35 / 55","70 / 70","30 / 30","40 / 45",,,111,"35+","sa3014424"
"Devin Mann","2B","LAD",,42,"24.3166666","40 / 50",55,45,"40 / 45","50 / 50","40 / 40","40 / 45",89,0.42,105,"35+","sa3006869"
"Carlos De La Cruz","RF","PHI",,37,"21.6638888","30 / 35",35,35,"35 / 55","55 / 70","55 / 50","40 / 50",89,0.39,108,"35+","sa3006903"
"Jeren Kendall","CF","LAD",,47,"25.3361111","30 / 30",50,30,"40 / 45","55 / 55","70 / 70","55 / 60",87,0.34,104,"35+","sa829529"
"DJ Peters","CF","LAD",,49,"25.4805555","30 / 35",50,40,"45 / 55","70 / 70","60 / 50","45 / 50",89,0.42,110,"35+","19348"
"Dominic Fletcher","RF","ARI",,35,"23.7583333","30 / 45",40,50,"40 / 45","50 / 50","45 / 40","50 / 55",89,0.4,108,"35+","sa1115778"
"Blaze Alexander","SS","ARI",,36,"21.9833333","30 / 35",55,35,"30 / 40","50 / 55","45 / 40","45 / 50",87,0.32,104,"35+","sa3007742"
"Buddy Kennedy","3B","ARI",,37,"22.6666666","35 / 55",55,60,"35 / 45","50 / 50","35 / 30","30 / 40",88,0.38,106,"35+","sa3004617"
"Glenallen Hill Jr.","2B","ARI",,39,"20.6805555","30 / 35",55,40,"30 / 50","45 / 50","70 / 70","30 / 45",84,0.25,102,"35+","sa3010335"
"Jeferson Tineo","SS","TEX",,46,"17.6527777","25 / 55",,,"20 / 30","20 / 40","60 / 60","50 / 60",,,,"35+",
"Cody Freeman","C","TEX",,47,"20.4166666","35 / 50",,,"20 / 30","35 / 40","40 / 30","20 / 45",,,,"35+","sa3010153"
"Chris Seise","SS","TEX",,49,"22.4138888","30 / 30",,,"40 / 50","70 / 70","50 / 50","45 / 50",,,,"35+","sa3004142"
"Yordys Valdes","SS","CLE",,41,"19.8027777","20 / 40",45,35,"20 / 40","40 / 45","55 / 55","50 / 60",80,0.07,99,"35+","sa3010037"
"Kenen Irizarry","2B","TEX",,52,"21.0805555","35 / 55",,,"30 / 35","40 / 40","45 / 45","40 / 45",,,,"35+","sa3007310"
"Anderson Tejeda","SS","TEX",,53,"23.0944444","20 / 20",50,35,"35 / 45","60 / 60","60 / 60","50 / 50",89,,,"35+","19909"
"Bubba Thompson","CF","TEX",,55,"22.9888888","30 / 35",40,30,"30 / 45","50 / 55","60 / 60","45 / 50",89,,,"35+","sa3004140"
"Yohel Pozo","C","TEX",,56,"23.975","50 / 55",30,70,"30 / 30","50 / 50","20 / 20","40 / 40",89,,,"35+","sa828445"
"Jhonkensy Noel","1B","CLE",,47,"19.8888888","20 / 45",40,45,"25 / 60","55 / 70","30 / 20","40 / 55",90,0.42,112,"35+","sa3005579"
"Eli White","2B","TEX",,57,"26.9416666","50 / 55",50,55,"30 / 35","45 / 45","60 / 60","50 / 50",87,,,"35+","19346"
"Pedro Gonzalez","CF","TEX",,58,"23.6055555","30 / 30",45,40,"40 / 50","60 / 60","55 / 50","45 / 50",89,,,"35+","sa872568"
"Steven Kwan","CF","CLE",,49,"23.75","35 / 60",55,65,"30 / 30","30 / 30","45 / 45","50 / 55",86,0.14,99,"35+","sa3008536"
"Zion Bannister","CF","TEX",,60,"19.7388888","20 / 40",,,"20 / 45","45 / 55","60 / 60","30 / 50",,,,"35+","sa3011828"
"Curtis Terry","1B","TEX",,64,"24.6638888","50 / 50",45,55,"40 / 45","50 / 50","20 / 20","35 / 40",,,,"35+","sa875607"
"Diosbel Arias","3B","TEX",,65,"24.8722222","40 / 50",50,50,"30 / 40","45 / 45","50 / 50","50 / 55",87,,,"35+","sa3005308"
"Alexander Mojica","1B","PIT",,45,"18.8416666","25 / 55",55,55,"25 / 55","55 / 60","20 / 20","35 / 40",89,0.38,105,"35+","sa3008889"
"Yoelvis Sanchez","CF","MIA",,40,"19.1055555","20 / 45",,,"20 / 40","35 / 45","60 / 60","40 / 55",,,,"35+","sa3008777"
"Cristhian Rodriguez","3B","MIA",,41,"19.45","20 / 50",40,40,"20 / 50","45 / 55","40 / 35","40 / 50",83,,99,"35+","sa3008785"
"Matt Gorski","RF","PIT",,47,"23.4527777","30 / 40",45,40,"30 / 50","50 / 50","55 / 55","45 / 55",88,0.33,104,"35+","sa3010399"
"Dalvy Rosario","SS","MIA",,42,"20.8694444","30 / 40",40,45,"30 / 35","40 / 45","55 / 55","45 / 55",83,,103,"35+","sa3005712"
"Luis Tejeda","3B","PIT",,48,"18.775","20 / 50",50,45,"25 / 50","45 / 55","40 / 40","40 / 45",86,0.29,101,"35+","sa3008913"
"Will Banfield","C","MIA",,43,"21.5472222","30 / 40",50,40,"35 / 50","55 / 55","50 / 45","45 / 55",86,,104,"35+","sa3007973"
"Nick Fortes","C","MIA",,44,"24.5666666","40 / 50",55,55,"30 / 35","40 / 40","40 / 40","45 / 50",88,,102,"35+","sa3006714"
"Stephen Paolini","CF","ATL",,28,"20.5333333","20 / 50",,,"20 / 40","50 / 55","65 / 65","45 / 50",85,0.24,104,"35+","sa3010720"
"Osvaldo Gavilan","CF","PIT",,51,"19.6527777","20 / 50",45,55,"20 / 45","40 / 45","50 / 50","45 / 50",83,0.2,99,"35+","sa3008873"
"CJ Alexander","3B","ATL",,29,"24.8833333","35 / 45",55,40,"40 / 50","60 / 60","40 / 40","40 / 45",89,0.32,106,"35+","sa3006912"
"Tristan Pompey","LF","MIA",,46,"24.2","30 / 35",55,40,"30 / 50","60 / 60","45 / 40","40 / 45",90,,108,"35+","sa3008077"
"J.J. D'Orazio","C","TOR",,27,"19.4361111","25 / 55",,,"20 / 45","45 / 50","35 / 30","40 / 50",87,0.22,100,"35+","sa3008876"
"Chavez Young","CF","TOR",,32,"23.9083333","30 / 45",45,60,"30 / 45","50 / 50","55 / 55","45 / 50",84,0.29,104,"35+","sa918963"
"Ronaiker Palma","C","COL",,31,"21.425","35 / 55",40,60,"30 / 35","30 / 40","40 / 40","45 / 60",79,,96,"35+","sa3005624"
"Tanner Morris","LF","TOR",,37,"23.7444444","35 / 55",55,60,"30 / 40","50 / 50","40 / 40","30 / 40",85,0.25,105,"35+","sa3009873"
"Zayad Salinas","SP/OF","SDP",,28,"18.3944444","20 / 50",,,"20 / 45","40 / 50","55 / 50","40 / 50",,,,"35+",
"Jordy Barley","SS","SDP",,29,"21.5055555","30 / 35",30,40,"30 / 45","55 / 55","60 / 60","40 / 45",86,,107,"35+","sa3004148"
"Mishael Deson","CF","BAL",,33,"18.9111111","25 / 55",40,55,"20 / 50","30 / 50","60 / 60","40 / 55",,,,"35+","sa3008828"
"Ivan Castillo","2B","SDP",,35,"26.0138888","55 / 55",30,60,"30 / 35","40 / 40","50 / 50","45 / 45",,,,"35+","15971"
"Zach Watson","CF","BAL",,34,"23.9444444","30 / 50",50,50,"30 / 35","45 / 45","55 / 55","45 / 50",85,,102,"35+","sa3011258"
"Sean Guilbe","SS","SDP",,36,"21.4777777","30 / 40",45,40,"30 / 45","50 / 55","50 / 50","35 / 45",89,,107,"35+","sa3008185"
"Dwanya Williams-Sutton","RF","SDP",,37,"23.9027777","30 / 35",50,40,"40 / 50","55 / 60","60 / 60","50 / 55",84,,105,"35+","sa875819"
"Joseph Ortiz","SS","BAL",,36,"22.8916666","30 / 45",50,60,"30 / 35","40 / 45","55 / 55","50 / 60",85,0.22,103,"35+","sa3009889"
"Maverick Handley","C","BAL",,37,"23.2361111","35 / 50",55,55,"30 / 35","40 / 40","50 / 50","45 / 55",85,0.27,101,"35+","sa3010848"
"Angel Solarte","CF","SDP",,39,"20.2","35 / 55",40,60,"30 / 40","30 / 45","60 / 60","45 / 60",88,,104,"35+","sa3007037"
"Cristian Heredia","CF","SDP",,40,"20.1472222","35 / 55",50,50,"30 / 45","45 / 50","50 / 50","45 / 50",86,,108,"35+","sa3005731"
"Andrew Daschbach","RF","BAL",,41,"23.6194444","30 / 50",55,45,"35 / 50","55 / 55","40 / 40","45 / 50",92,,110,"35+","sa3011414"
"Roismar Quintana","RF","WSN",,16,"18.3305555","20 / 50",,,"20 / 50","55 / 60","55 / 50","45 / 55",,,,"35+","sa3014718"
"Jackson Cluff","SS","WSN",,17,"24.5055555","40 / 50",50,50,"20 / 30","40 / 40","50 / 50","45 / 50",85,,102,"35+","sa3010342"
"Tres Barrera","C","WSN",,20,"26.7222222","35 / 40",45,40,"30 / 35","40 / 40","30 / 30","50 / 50",,,,"35+","19977"
"Andre Lipcius","3B","DET",,37,"23.0361111","35 / 55",45,55,"30 / 40","50 / 50","45 / 45","50 / 55",84,,100,"35+","sa3010401"
"Jose De La Cruz","RF","DET",,38,"19.4222222","20 / 50",45,45,"25 / 55","50 / 60","45 / 30","40 / 50",90,0.43,109,"35+","sa3008747"
"Sam McMillan","C","DET",,41,"22.5111111","30 / 40",60,45,"30 / 35","40 / 45","40 / 35","45 / 50",85,0.24,102,"35+","sa3004277"
"Tyler Keenan","1B","SEA",,31,"22.2722222","35 / 55",,,"30 / 50","50 / 50","30 / 30","40 / 40",,,,"35+","sa3014497"
"Austin Shenton","3B","SEA",,32,"23.3694444","30 / 45",55,45,"30 / 50","55 / 55","30 / 30","40 / 45",87,,102,"35+","sa3009869"
"Starling Aguilar","1B","SEA",,33,"17.3583333","25 / 55",,40,"25 / 50","50 / 55","30 / 20","40 / 50",,,,"35+",
"Seth Gray","3B","MIN",,31,"23.0138888","30 / 40",60,45,"35 / 55","60 / 60","45 / 45","45 / 50",87,0.3,105,"35+","sa1115752"
"Yunior Severino","2B","MIN",,33,"21.6722222","20 / 35",55,40,"35 / 45","55 / 60","50 / 50","35 / 40",88,0.43,103,"35+","sa3003185"
"Willie Joe Garry Jr.","CF","MIN",,35,"21.0166666","20 / 40",40,45,"25 / 50","45 / 55","55 / 50","45 / 50",85,0.22,104,"35+","sa3007065"
"Wander Javier","SS","MIN",,36,"22.4333333","30 / 50",40,45,"30 / 45","45 / 55","55 / 50","45 / 50",85,0.35,103,"35+","sa917168"
"Nick Gordon","SS","MIN",,37,"25.6138888","40 / 45",40,40,"30 / 40","50 / 50","55 / 55","40 / 45",87,0.36,102,"35+","16337"
"Jair Camargo","C","MIN",,38,"21.9277777","30 / 40",30,40,"30 / 50","65 / 65","20 / 20","35 / 45",91,0.48,109,"35+","sa917333"
"Charles Mack","C","MIN",,39,"21.5638888","30 / 45",45,45,"30 / 40","45 / 50","50 / 50","20 / 45",88,0.26,105,"35+","sa3008250"
"Christian Koss","SS","BOS",,38,"23.3555555","35 / 55",50,50,"30 / 45","45 / 45","50 / 50","40 / 45",90,,103,"35+","sa3011227"
"Naysbel Marcano","C","BOS",,44,"19.0333333","20 / 45",45,45,"20 / 40","45 / 50","20 / 20","45 / 55",88,0.29,100,"35+","sa3008804"
"Marcus Wilson","CF","BOS",,46,"24.8055555","30 / 35",50,35,"40 / 45","55 / 55","60 / 60","45 / 50",90,0.43,106,"35+","sa828703"
"Antoni Flores","3B","BOS",,48,"20.6416666","30 / 40",50,40,"20 / 45","45 / 55","50 / 45","45 / 55",84,0.17,99,"35+","sa3005489"
"Albert Feliz","LF","BOS",,50,"19.1444444","20 / 35",45,45,"25 / 60","70 / 80","30 / 30","40 / 45",91,0.45,105,"35+","sa3008799"
"Adrian Hernandez","CF","NYM",,25,"20.325","20 / 45",40,45,"25 / 50","50 / 55","50 / 55","40 / 50",90,,104,"35+","sa3005487"
"Logan Wyatt","1B","SFG",,35,"23.5555555","30 / 50",70,55,"35 / 50","50 / 55","30 / 30","45 / 50",87,0.36,105,"35+","sa3011259"
"Will Toffey","3B","NYM",,26,"26.4305555","40 / 50",70,40,"30 / 40","50 / 50","50 / 50","50 / 55",88,,104,"35+","sa829401"
"Tyler Fitzgerald","SS","SFG",,37,"23.7222222","30 / 45",45,40,"30 / 40","45 / 50","55 / 50","45 / 50",86,,103,"35+","sa3011257"
"Desmond Lindsay","CF","NYM",,28,"24.3888888","30 / 35",55,35,"45 / 50","60 / 60","60 / 55","45 / 50",90,,104,"35+","sa874792"
"Jason Vosler","3B","SFG",,39,"27.7472222","40 / 40",55,40,"50 / 50","60 / 60","30 / 30","40 / 40",91,,108,"35+","16686"
"Garrett Frechette","1B","SFG",,40,"20.4305555","30 / 50",40,45,"30 / 55","50 / 60","30 / 30","40 / 55",86,0.38,106,"35+","sa3010636"
"Connor Cannon","DH","NYY",,49,"23.0527777","30 / 40",40,40,"35 / 60","80 / 80","20 / 20","40 / 45",95,0.63,116,"35+","sa3010010"
"Estevan Florial","CF","NYY",,31,"23.5277777","30 / 30",55,30,"40 / 45","60 / 60","70 / 70","45 / 50",90,0.43,110,"35+","19151"
